client_id,code,name,chi_name,phone_no,address,chi_address
3,GEP,Golden Era,金鷄廣場,27712238,Shop 1A&1B G/F Golden Era Plaza 39 Sai Yee Street Mongkok Kowloon,九龍旺角洗衣街39號金雞廣場地下G1A及1B號舖
3,FYN,Fa Yuen Street,花園街,23593899,Shop 6 G/F Hung Hay Building No.1 Fa Yuen Street Kowloon,九龍旺角花園街1號鴻禧大廈地下6號舖
3,SYC,Sai Yeung Choi Street South, 西洋菜南街,27631170,Shop Nos.2W and 2X Sai Yeung Choi Street South Kowloon,九龍西洋菜南街2W及2X
3,MEH,Mong Kok East Station,旺角東站,27039128,MTR Station Shop MKK 22 at Mong Kok East Station,港鐵旺角東站MKK22號舖
3,UNC,Un Chau Shopping Centre,元洲村,23618454 ,Shop No.1 Un Chau Shopping Centre Un Chau Street Kowloon,九龍深水埗元洲村元洲商場1號舖
3,TKT,Tai Kok Tsui,大角咀,23800747 ,Shop 1 G/F Tai Kung Building Cosmopolitan Estate 107-127 Tai Kok Tsui RoadTai Kok Tsui KLN,九龍大角咀大角咀道107-127號地下1號舖
3,PEW,Prince Edward Rd West,太子道西,27768933,Ground Floor Nos. 135 Prince Edward Road West Kowloon,九龍太子太子道西135號地下
3,DC,Dragon Centre,西九龍中心,23600923,Unit 205 & part of unit 206 2/F Dragon Centre 37KYen Chow Street Sham Shui Po Kowloon,九龍深水埗欽洲街西九龍中心205號及206號舖
3,KKS,Kiu Kiang Street,九江街,27203039,Shop Nos. 2-5 G/F Celebrity Comm. Centre 64 Castle Peak Road Sham Shui Po Kowloon,九龍深水土步青山道64號明仁商業中心地下2-5號舖
3,LKK,Lai Kok Estate,麗閣邨,36934109,Shop 1-2 on Ground Flor Lai Kok Shopping Centre Lai Kok Estate Shamshuipo Kowloon,九龍深水埗麗閣邨麗閣商場地下1-2號舖
3,UPC,Union Park Centre ,柏宜中心,27898042,Shop Nos. 4-6 Ground Floor Union Park Centre 771-775 Nathan Road Mongkok Kowloon Hong Kong,九龍旺角彌敦道771-775號柏宜中心地下4-6號舖
3,CPR,Castle Peak Road ,青山道,23616196,G/F Tat Ming Building No. 244 Castle Peak Road Kowloon ,九龍青山道244號達明大廈地下
3,LCK,Lai Chi Kok ,荔枝角道,23616207 ,Ground Floor including Cockloft 308 Lai Chi Kok Road Shamshuipo Kowloon,九龍深水埗荔枝角道308號地下及閱樓
3,PCF,The Pacifica Mall,宇晴軒,36950112 ,Shop No. 41 42 & 47 2/F The Pacifica Mall No. 9 Sham Shing Road Lai Chi Kok Kowloon,九龍荔枝角深盛路9號宇晴軒商場2樓4142及47號舖
3,SHM,Sham Shui Po,深水埗,23617773,Portion of 1/F & 2/F 195-199 Nam Cheong Street Sham Shui Po Kowloon,九龍深水埗南昌街195-199號2樓及1樓(部份)
3,HLA,Hoi Lai Shopping Centre,海麗商場,35146305,Portion of Shop 106 1st Floor Hoi Lai Shopping Centre Hoi Lai Estate Shamshuipo Kowloon,香港九龍深水埗海麗邨海麗商場1樓106號舖部份
3,WPG,Whampoa Garden,黃埔花園,29945691 ,Shop No G3A on the Ground Floor Site 2 Whampoa Garden Hunghom KLN,九龍紅磡黃埔花園第二期商場地下3A號舖
3,JBP,Jubilant Place,欣榮花園,22467922 ,Shop 46-49 G/F Jubilant Place 33 Ma Tau Kok Road Tokwawan Kowloon,九龍土瓜灣馬頭角道33號欣榮花園地下46-49號
3,EDX,Eldex Building,義達工業大廈,21808495 ,Shop B G/F Eldex Ind Building 21 Ma Tau Wai Road Hunghom Kowloon,九龍紅磡馬頭圍道21號義達工業大廈地下B舖
3,TKW,Tokwawan,土瓜灣,23652438 ,G/F Shop 20-1 Portion of Shop 30B Honor Building 80-2 Tokwawan RoadTokwawanKln,九龍土瓜灣土瓜灣道80-2號.定安大廈地下20-1及30B舖
3,MPM,Metropolis Mall,國際都會,23655819 ,Shop No. 719 & 720B Level 7 The Metropolis Mall  6 Metropolis Drive Hunghom.,九龍紅磡都會道6號置富都會7層(7樓)719720A&720B號舖
3,FTR,Fuk Lo Tsun Road,褔佬村道,27161686 ,G/F No. 13 Fuk Lo Tsun Road Kowloon City Kowloon,九龍九龍城福佬村道13號地下
3,KCP,Kowloon City Plaza,九龍城廣場,23820084 ,Shop No. LG13-15 Lower Ground Floor Kowloon City Plaza 128 Carpenter Road Kowloon City Kowloon,九龍賈炳達道128號九龍城廣場LG13-15號舖
3,WG,Whampoa Garden,黃埔花園,29945822 ,Shop G5 On G/F & Shop B7 Infirst Basement Of Comm. Podium 0f Site 2 0f Whampoa Garden Hunghom Kowloon ,九龍紅磡黃埔花園第二期商場地下五號舖及地庫一層七號舖
3,HHB,Hunghom Bay,紅磡灣,31623427,Shop 10 G/F. Hunghom Bay Centre 92-112 Baker Street Hunghom Kowloon,九龍紅磡必嘉街92-112號紅磡中心地下10號舖
3,NTW,Nga Tsin Wai Road,衙前圍道,27160005,Ground Floor No.92 Nga Tsin Wai RoadKowloon City ,九龍城衙前圍道92號地下
3,HMT,Homantin Plaza,何文田廣場,22420208,Shop No. 7-8 G/F Homantin Plaza 80 Fat Kwong Street Ho Man Tin Kowloon,九龍何文田佛光街80號何文田廣場地下7至8號舖
3,OME,Oi Man,愛民,27960008,Shop No. G16 G/F Oi Man Shopping Centre No. 60 Chung Hau Street Kowloon,九龍忠孝街60號愛民商場地下G16號舖
3,HMC,Hung Hom Square ,紅磡廣場,29945094 ,Part of Shop 13-14 Shop 61-67 1/F Hunghom Commercial Centre Kowloon,九龍紅磡廣場一樓13-14號舖部份及61-67號舖
3,CW3,Choi Wan Shopping Centre,彩雲商場,23279238 ,Shop No. B203 2/F Choi Wan Shopping Centre Phase 3 Ngau Chi Wan Kowloon,九龍牛池灣道45號彩雲商場二樓B203號舖
3,SFS,Sheung Fung Street,雙鳳街,23218629 ,Shop A & B No.6 Sheung Fung Street and No. 2 Wan Fung Street Wong Tai Sin Kowloon,九龍黃大仙雙鳳街6號及環鳳街2號A及B舖
3,SPK,San Po Kong,爵祿街,23220561 ,G/F 52 Tseuk Luk Street Sanpokong Kowloon,九龍新蒲崗爵祿街52號地下
3,MKK,Mikiki,譽港灣,23274255 ,Shop No. 135 on the First Floor of Mikiki 638 Prince Edward Road East San Po Kong NKIL 6307 Kowloon,九龍太子道東638號Mikiki1樓135號舖
3,LF,Lok Fu,樂富,23386092 ,Shop Nos. L106-108 Upper Ground Floor 1 Lok Fu Plaza Wang Tau Hom Kowloon,九龍樂富樂富廣場地下高層一樓L106-108號舖
3,LFS,Lok Fu Shopping Centre,樂富中心,23362817 ,Shop 2117 2/F Lok Fu Shopping Centre Lok Fu Kowloon,九龍橫頭磡樂富中心二樓2117號舖
3,FTW,Festival Walk,又一城,21808482 ,Portion of Unit MTR-01 Level MTR Festival Walk 80 Tat Chee Avenue Kowloon,九龍九龍塘達之路80號又一城MTR01號
3,IN8,Infinity Eight,匯八坊,27622210 ,Shop B206 Basement 2 Floor Infinity Eight 8 Clear Water Bay Road Choi Hung Kowloon,九龍彩虹清水灣道8號匯八坊低層二樓B206號舖
3,DH2,Diamond Hill,鑽石山,29555756 ,Shop No. 228 L2 Plaza Hollywood Diamond Hill Kowloon,九龍鑽石山荷里活廣場2樓228號舖
3,CYU,Chuk Yuen,竹園,23276338 ,Shop No. S231 Chuk Yuen Shopping Centre Wong Tai Sin Kowloon,九龍黃大仙竹園商場S231號舖
3,WTS,Wong Tai Sin Shopping Centre,黃大仙中心,23203251 ,Shop LG2 Lower Ground Floor Wong Tai Sin Plaza Wong Tai Sin Estate Kowloon,九龍黃大仙黃大仙廣場LG2號舖
3,LCM,Lung Cheung Mall,龍翔中心,31628463,Shop 107A & 108A Level 1 Lung Cheung Mall  136 Lung Cheung Road Wong Tai Sin Kowloon,九龍黃大仙龍翔道136號龍翔中心一樓107A及108A號舗
3,LKW,Lok Wah,樂華,27580419 ,Shop 314 3/F. Lok Wah (North) Shopping Centre Lok Wah (North) Estate Ngau Tau Kok Kowloon,九龍牛頭角樂華村北商場三樓，314號舖
3,CCC,Crocodile Centre,鱷魚恤中心,27963390 ,Shop A G/F Crocodile Centre 79 Hoi Yuen Road Kwun Tong Kowloon,九龍觀塘開源道79號鱷魚恤中心地下A舖
3,SMP,Sau Mau Ping Shopping Centre,秀茂坪商場,23548509 ,Shop 2 G/F Sau Mau Ping Shopping Centre 101 Sau Ming Road Kwun Tong Kowloon,九龍觀塘秀茂坪秀茂坪商場地下2號舖
3,CLS,Ching Long Shopping Centre,晴朗商場,27862880 ,Shop B021 G/F Ching Long Shopping Centre  ,九龍城晴朗商場地下B021號舖
3,AP1,Amoy Plaza,淘大商場一期,29071223,Shop Nos. F58-60 1/F Phase I Amoy Plaza 77 Ngau Tau Kok Road  Kowloon,九龍牛頭角道77號淘大商場一期一樓F58-60號舖
3,CHT,Choi Tak Shopping Centre,彩德商場,28127248 ,Shop 513 5/F Choi Tak Shopping Centre Ngau Tau Kok Kowloon,九龍牛頭角彩德商場5樓513號舖
3,TG2,Telford Plaza,德福廣場,29972421,Shop Units 506-507 Telford Plaza II Kowloon Bay Kowloon,九龍九龍灣德福廣場二期506-507號舖
3,NTK,Ngau Tau Kok Road,牛頭角道,23420544 ,Shop 1 on G/F 327-333 Ngau Tau Kok Road Kwun Tong Kowloon,九龍官塘牛頭角道327-333號地下1號舖
3,LGA,Laguna City,麗港城,27724715 ,Shop 60-62 Level 1 Laguna City Plaza Kowloon,九龍觀塘麗港城商場第一層60-62號
3,TWS,Tsz Wan Shan,慈雲山,23525442 ,Shop 414-416 Tsz Wan Shan Shopping Centre 23 Yuk Wah Street Tze Wan Shan Kln,九龍毓華街23號慈雲山廣場414-416號舖
3,KT,Kai Tin,啟田,23403512 ,Shop 101A 1/F Kai Tin Shopping Centre Lam Tin Kowloon,九龍藍田啟田商場一樓101A號舖
3,TTE,Tak Tin Shopping Centre,德田商場,27177337 ,Shop No. G2A G/F Tak Tin Shopping Centre 223 Pik Wan Road Lam Tin Kowloon,九龍藍田碧雲道223號德田商場地下G2A號舖
3,EP2,East Point City,東港城2,26285030 ,Shop No. 261 on Level 2 of East Point City 8 Chung Wa Road Tseung Kwan O N.T,新界將軍澳重華路8號東港城2樓261號舖
3,SHE,Sheung Tak Shopping Centre,尚德商場,21780191 ,Shop No. 202 2/F Sheung Tak Shopping Centre Tseung Kwan O N.T.,新界將軍澳尚德商場二樓202號舖
3,SCP,Sceneway Plaza,匯景廣場,27170622 ,Portion B of Shop No.1 of Unit 2 on Level (Site 1) 26 of Commerical Development Sceneway Garden No.8 Sceneway Road Kowloon,九龍藍田匯景廣場匯景道8號三樓1B號舖
3,SKU,Sai Kung,西貢,27924319 ,Shop No. 54 & 55 G/F Sai Kung Town Centre 22-40 Fuk Man Rd Sai Kung New Territories,新界西貢福民路西貢苑地下54及55號舖
3,TAK,Hau Tak,厚德,26237226 ,Shop Nos. L189-L190 1/F Hau Tak Shopping Centre (West Wing) Tseung Kwan O N.T.,新界將軍澳厚德商場(西翼)一樓L189-L190號舖
3,LYM,Lei Yue Mun,鯉魚門,22045360 ,Shop No. 124A 1/F Lei Yue Mun Plaza Kowloon,九龍鯉魚門廣場一樓124A號舖
3,MET,Metro Town,都會馬尺,35498514 ,Shop Nos.L2-018 & L2-019 on Level 2 of the Commercial Development of Metro Town Tseung Kwan O Town Lot.No.73 N.T,新界將軍澳景嶺路8號都會馬尺第二層18-19號
3,DOM,Domain,油塘,28681912 ,Shop No. 220 on second floor Domain Yau Tong N.T.   ,新界油塘大本型第二層220號舖
3,MTC,Metro City Phase II,新都城中心二期,24580382 ,Shops UG026-27 Upper Ground Floor Metro City Phase II Tseung Kwan O Town Lot No. 27 N.T.,新界將軍澳新都城中心二期商場UG26-27號舖
3,MCA,Rua Campo ,水坑尾,28594566 ,Rua Campo No.62-92 Ljs. ABCD Edif. China Const. Com. Building Macau,澳門水坑尾街62-92號地下ABCD舖及1樓
3,MTL,Three Lamps ,三盞燈,28525912 ,6A Rotunda De Carlos Da Maia Macau,澳門嘉路米耶圓地添運大廈6A地下BC舖
3,MYH,Iao Hon,祐漢,28400885 ,Rua Um (Bairro Iao Hon) No.27 29-31 R/C Edif.Iao Kai Macau,澳門黑沙環第一街祐佳大廈地舖
3,MSQ,Largo Senado,議事亭,28389271 ,Largo Senado No. 11 Shun Tak House Ground Floor & 1st to  3rd. Floor Macau,澳門議事亭前地11號信德堡地下及1-3樓
3,MCO,Centro Com,米糙巷,,Em Macau Travessa Do Soriano N'11 & N'13 And Rua Oeste Do Mercado De S.Domingos N'2 Centro Com. Ou Chong Res-Do-Chao G ,澳門米糙巷1113號澳中商業中心F座Ｅ座G座連閣楼
3,MCT,Costa,世紀豪庭,28553125 ,Em Macau Avenida De Horta E Costa No S/N Millennium Court Res-do-chao B,澳門高士德大馬路世紀豪庭地下B座
3,MHV,Hong Vo,康和,28437538 ,Rua Da Tribuna No.62 R/C Hong Vo Plaza Macau,澳門看台街62號康和廣場地舖
3,MGX,The Galaxy,澳門銀河酒店,,Shop G034 on G/F Galaxy Macau Avenida De Cotai City Macau,澳門蓮花海濱大馬路銀河酒店銀河渡假城G034號鋪
3,MVK,Vong Kam,黄金商場,28413101 ,EM MACAU AVENIDA DA LONGEVIDADE N31A CENTRO COMERCIAL VONG KAM RES-DO-CHAO BI& BH,澳門長壽大馬路31號及31-A號黄金商場地下BI及BH座
3,MPAN,Hoi Pan Fa Un,海濱花園,28455433,EM MACAU AVENIDA DA LONGEVIDADE N31A CENTRO COMERCIAL VONG KAM RES-DO-CHAO BI& BH,澳門長壽大馬路31號及31-A號黄金商場地下BI及BH座
3,MSY,Jardins Sun Yick ,新益花園,28535460 ,Em Macau Rampa dos Cavaleiros 15 Jardins Sun Yick Bloco III Res-Do-Chao K,澳門馬交石斜坡(黑沙環斜路)15號新益花園第三座地下K舖
3,MNG,Nova Garden,濠景花園,28836285 ,NA TAIPA AVENID DE GUIMARÃES N°S 107-117 URBANIZAÇÃO DA NOVA TAIPA-FASE 1 BLOCO 20 22 RÉS-DO-CHÃO A  ,澳門氹仔基馬拉斯大馬路107-117號濠景花園第2022座地下A座
3,MVE,Venetian,威尼斯人,28828152 ,Shop Nos. 2025 & 2026 Grand Canal Floor The Grand Canal Shoppes Venetian Macao  ,澳門威尼斯人度假村酒店大運河購物中心2025&2026號舖
3,FHS,Fung House,馮氏大廈,25303357 ,Ground Floor Shop  Fung House 19-20 Connaught Road Central Hong Kong,香港中環干諾道中19-20號馮氏大廈地下(地舖)
3,MP,Melbourne Plaza,萬邦行,25230666,Shop G1-A G/F Melbourne Plaza 33 Queen's Road CentralHong Kong,香港中環皇后大道中33號萬邦行地下G1-A舖
